;;Nationalratswahl vom 01.10.2006 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;ÖVP;;;SPÖ;;;FPÖ;;;GRÜNE;;;KPÖ;;;BZÖ;;;MATIN;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn-Nr.;Bezeichnung;Wahl-berecht.;Wahl-bet. in%;ungült. Stim.;Gültige Stimmen;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;;;;;;;;;;;;;;;;;;;;;;;;
31110;Irnfritz - Messern                      ;1.121;87,87;21;964;592;61,41;-7,10;220;22,82;0,40;75;7,78;1,73;28;2,90;0,50;8;0,83;0,73;21;2,18;2,18;20;2,07;2,07;;;;;;;;;;;;;;;;;;;;;;;;
31111;Japons                                  ;609;86,21;15;510;420;82,35;-2,31;56;10,98;0,81;17;3,33;0,74;11;2,16;-0,06;0;0,00;0,00;3;0,59;0,59;3;0,59;0,59;;;;;;;;;;;;;;;;;;;;;;;;
31113;Langau                                  ;590;88,81;13;511;279;54,60;-8,36;143;27,98;2,45;41;8,02;1,69;23;4,50;-0,11;2;0,39;0,20;10;1,96;1,96;13;2,54;2,54;;;;;;;;;;;;;;;;;;;;;;;;
31114;Meiseldorf                              ;731;84,27;9;607;332;54,70;0,21;214;35,26;-0,65;23;3,79;-0,62;20;3,29;-1,12;1;0,16;-0,31;4;0,66;0,66;13;2,14;2,14;;;;;;;;;;;;;;;;;;;;;;;;
31117;Pernegg                                 ;574;86,93;14;485;319;65,77;-7,63;111;22,89;3,67;20;4,12;-0,15;15;3,09;0,95;4;0,82;0,63;6;1,24;1,24;10;2,06;2,06;;;;;;;;;;;;;;;;;;;;;;;;
31119;Röhrenbach                              ;450;84,67;12;369;293;79,40;-1,63;29;7,86;-1,63;9;2,44;-1,41;25;6,78;2,42;1;0,27;0,01;5;1,36;1,36;7;1,90;1,90;;;;;;;;;;;;;;;;;;;;;;;;
31120;Röschitz                                ;854;88,76;11;747;411;55,02;-3,05;250;33,47;-0,52;39;5,22;0,97;25;3,35;0,38;4;0,54;0,40;8;1,07;1,07;10;1,34;1,34;;;;;;;;;;;;;;;;;;;;;;;;
31121;Rosenburg - Mold                        ;721;81,28;16;570;320;56,14;-7,65;143;25,09;1,34;49;8,60;2,12;28;4,91;-0,24;5;0,88;0,55;10;1,75;1,75;15;2,63;2,63;;;;;;;;;;;;;;;;;;;;;;;;
31123;St. Bernhard - Frauenhofen              ;1.007;86,89;28;847;578;68,24;-7,63;129;15,23;-2,17;50;5,90;2,77;48;5,67;2,65;5;0,59;0,24;14;1,65;1,65;23;2,72;2,72;;;;;;;;;;;;;;;;;;;;;;;;
31124;Sigmundsherberg                         ;1.440;88,68;17;1.260;545;43,25;-5,37;568;45,08;0,93;67;5,32;1,99;42;3,33;0,24;4;0,32;-0,01;11;0,87;0,87;23;1,83;1,83;;;;;;;;;;;;;;;;;;;;;;;;
31129;Weitersfeld                             ;1.351;86,68;35;1.136;837;73,68;-4,02;191;16,81;1,61;38;3,35;-0,70;37;3,26;0,81;2;0,18;-0,33;15;1,32;1,32;16;1,41;1,41;;;;;;;;;;;;;;;;;;;;;;;;
31130;Straning - Grafenberg                   ;631;85,90;18;524;276;52,67;-10,33;160;30,53;1,88;23;4,39;-0,16;35;6,68;3,45;7;1,34;1,34;8;1,53;1,53;15;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
312;Bezirk Korneuburg                       ;54.736;80,76;847;43.356;16.909;39,00;-9,36;14.759;34,04;-0,91;4.384;10,11;3,12;4.704;10,85;2,60;341;0,79;0,33;927;2,14;2,14;1.332;3,07;3,07;;;;;;;;;;;;;;;;;;;;;;;;
31201;Bisamberg                               ;3.178;80,14;37;2.510;1.071;42,67;-9,89;688;27,41;-0,52;217;8,65;2,79;398;15,86;4,07;24;0,96;0,73;48;1,91;1,91;64;2,55;2,55;;;;;;;;;;;;;;;;;;;;;;;;
31202;Enzersfeld                              ;1.171;85,91;23;983;396;40,28;-9,41;358;36,42;-0,21;108;10,99;4,15;81;8,24;2,53;6;0,61;0,10;10;1,02;1,02;24;2,44;2,44;;;;;;;;;;;;;;;;;;;;;;;;
31203;Ernstbrunn                              ;2.400;81,54;56;1.901;1.001;52,66;-7,38;512;26,93;-0,28;159;8,36;1,63;127;6,68;2,08;13;0,68;0,02;38;2,00;2,00;51;2,68;2,68;;;;;;;;;;;;;;;;;;;;;;;;
31204;Großmugl                                ;1.220;82,05;34;967;571;59,05;-7,22;195;20,17;-1,79;75;7,76;2,67;70;7,24;1,75;5;0,52;0,12;20;2,07;2,07;31;3,21;3,21;;;;;;;;;;;;;;;;;;;;;;;;
31205;Großrußbach                             ;1.532;86,10;17;1.302;709;54,45;-10,90;268;20,58;0,13;131;10,06;3,04;111;8,53;2,51;9;0,69;0,07;28;2,15;2,15;46;3,53;3,53;;;;;;;;;;;;;;;;;;;;;;;;
31206;Hagenbrunn                              ;1.359;81,90;13;1.100;492;44,73;-9,96;317;28,82;0,47;115;10,45;2,60;111;10,09;2,24;7;0,64;0,07;30;2,73;2,73;28;2,55;2,55;;;;;;;;;;;;;;;;;;;;;;;;
31207;Harmannsdorf                            ;2.880;83,68;53;2.357;1.062;45,06;-10,07;664;28,17;-0,51;277;11,75;2,96;208;8,82;2,64;10;0,42;0,04;60;2,55;2,55;76;3,22;3,22;;;;;;;;;;;;;;;;;;;;;;;;
31208;Hausleiten                              ;2.546;83,15;45;2.072;998;48,17;-10,63;583;28,14;-1,18;222;10,71;4,31;137;6,61;2,17;15;0,72;0,57;54;2,61;2,61;63;3,04;3,04;;;;;;;;;;;;;;;;;;;;;;;;
31213;Korneuburg                              ;8.493;75,91;115;6.332;2.023;31,95;-9,71;2.396;37,84;-1,49;698;11,02;3,57;846;13,36;3,35;52;0,82;0,48;111;1,75;1,75;206;3,25;3,25;;;;;;;;;;;;;;;;;;;;;;;;
31214;Langenzersdorf                          ;5.908;79,35;58;4.630;1.776;38,36;-9,71;1.350;29,16;-1,58;503;10,86;3,19;722;15,59;3,67;32;0,69;0,35;102;2,20;2,20;145;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
31215;Leitzersdorf                            ;913;87,08;19;776;392;50,52;-9,86;188;24,23;1,16;67;8,63;-0,87;70;9,02;3,05;6;0,77;-0,04;26;3,35;3,35;27;3,48;3,48;;;;;;;;;;;;;;;;;;;;;;;;
31216;Leobendorf                              ;3.531;81,62;65;2.817;1.101;39,08;-8,69;895;31,77;-2,94;291;10,33;3,96;364;12,92;3,22;30;1,06;0,55;51;1,81;1,81;85;3,02;3,02;;;;;;;;;;;;;;;;;;;;;;;;
31224;Rußbach                                 ;1.065;87,51;18;914;435;47,59;-12,10;258;28,23;-0,78;103;11,27;4,18;46;5,03;2,26;11;1,20;0,65;18;1,97;1,97;43;4,70;4,70;;;;;;;;;;;;;;;;;;;;;;;;
31226;Sierndorf                               ;2.693;83,29;42;2.201;1.062;48,25;-10,89;629;28,58;1,68;195;8,86;3,28;179;8,13;1,52;22;1,00;0,21;51;2,32;2,32;63;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
31227;Spillern                                ;1.429;81,67;21;1.146;283;24,69;-8,99;564;49,21;-2,62;111;9,69;2,80;113;9,86;3,40;9;0,79;0,27;29;2,53;2,53;37;3,23;3,23;;;;;;;;;;;;;;;;;;;;;;;;
31228;Stetteldorf am Wagram                   ;816;82,84;17;659;370;56,15;-6,44;170;25,80;2,04;50;7,59;-0,66;34;5,16;0,61;4;0,61;0,04;14;2,12;2,12;17;2,58;2,58;;;;;;;;;;;;;;;;;;;;;;;;
31229;Stetten                                 ;913;84,99;15;761;247;32,46;-7,04;343;45,07;-0,23;70;9,20;4,37;72;9,46;0,62;3;0,39;-0,30;7;0,92;0,92;19;2,50;2,50;;;;;;;;;;;;;;;;;;;;;;;;
31230;Stockerau                               ;11.469;79,61;175;8.955;2.451;27,37;-8,64;4.139;46,22;-0,96;900;10,05;3,10;909;10,15;1,87;72;0,80;0,29;202;2,26;2,26;282;3,15;3,15;;;;;;;;;;;;;;;;;;;;;;;;
31234;Niederhollabrunn                        ;1.220;81,72;24;973;469;48,20;-11,61;242;24,87;0,39;92;9,46;3,57;106;10,89;2,01;11;1,13;0,51;28;2,88;2,88;25;2,57;2,57;;;;;;;;;;;;;;;;;;;;;;;;
313;Bezirk Krems-Land                       ;43.196;84,69;891;35.693;17.374;48,68;-8,61;10.749;30,12;0,28;3.050;8,55;2,03;2.499;7,00;1,72;213;0,60;0,19;820;2,30;2,30;988;2,77;2,77;;;;;;;;;;;;;;;;;;;;;;;;
31301;Aggsbach                                ;572;84,09;11;470;188;40,00;-4,42;201;42,77;-4,18;33;7,02;3,65;29;6,17;2,38;2;0,43;0,01;13;2,77;2,77;4;0,85;0,85;;;;;;;;;;;;;;;;;;;;;;;;
31302;Albrechtsberg an der großen Krems       ;893;86,90;19;757;418;55,22;-2,58;244;32,23;-0,84;33;4,36;-1,46;25;3,30;1,32;3;0,40;0,00;18;2,38;2,38;16;2,11;2,11;;;;;;;;;;;;;;;;;;;;;;;;
31303;Bergern im Dunkelsteinerwald            ;965;87,67;22;824;411;49,88;-9,16;255;30,95;0,96;68;8,25;3,23;41;4,98;0,31;6;0,73;0,03;18;2,18;2,18;25;3,03;3,03;;;;;;;;;;;;;;;;;;;;;;;;
31304;Dürnstein                               ;751;87,08;15;639;381;59,62;-4,15;151;23,63;-2,48;47;7,36;2,77;35;5,48;0,89;1;0,16;-0,47;12;1,88;1,88;12;1,88;1,88;;;;;;;;;;;;;;;;;;;;;;;;
31308;Grafenegg                               ;2.249;84,35;38;1.859;937;50,40;-7,96;528;28,40;1,38;164;8,82;2,92;121;6,51;-0,96;7;0,38;0,11;35;1,88;1,88;67;3,60;3,60;;;;;;;;;;;;;;;;;;;;;;;;
31309;Furth bei Göttweig                      ;2.153;82,86;53;1.731;701;40,50;-6,09;652;37,67;-1,45;155;8,95;2,12;138;7,97;1,08;12;0,69;0,40;27;1,56;1,56;46;2,66;2,66;;;;;;;;;;;;;;;;;;;;;;;;
31310;Gedersdorf                              ;1.594;86,45;39;1.339;539;40,25;-7,87;512;38,24;-0,06;138;10,31;3,15;72;5,38;-0,16;9;0,67;0,37;26;1,94;1,94;43;3,21;3,21;;;;;;;;;;;;;;;;;;;;;;;;
31311;Gföhl                                   ;2.988;82,53;67;2.399;1.180;49,19;-10,92;809;33,72;5,05;203;8,46;2,16;114;4,75;0,55;11;0,46;0,18;38;1,58;1,58;44;1,83;1,83;;;;;;;;;;;;;;;;;;;;;;;;
31315;Hadersdorf - Kammern                    ;1.491;85,98;33;1.249;472;37,79;-10,13;511;40,91;3,18;117;9,37;2,00;79;6,33;1,15;10;0,80;-0,14;19;1,52;1,52;41;3,28;3,28;;;;;;;;;;;;;;;;;;;;;;;;
31319;Jaidhof                                 ;868;85,02;16;722;453;62,74;-6,96;144;19,94;0,52;53;7,34;1,28;36;4,99;1,13;4;0,55;0,00;18;2,49;2,49;14;1,94;1,94;;;;;;;;;;;;;;;;;;;;;;;;
31321;Krumau am Kamp                          ;639;82,32;21;505;262;51,88;-9,91;138;27,33;1,66;54;10,69;2,13;27;5,35;2,50;0;0,00;-0,57;13;2,57;2,57;11;2,18;2,18;;;;;;;;;;;;;;;;;;;;;;;;
31322;Langenlois                              ;5.559;83,38;112;4.523;1.970;43,56;-11,49;1.281;28,32;0,47;458;10,13;1,32;434;9,60;2,61;33;0,73;0,26;188;4,16;4,16;159;3,52;3,52;;;;;;;;;;;;;;;;;;;;;;;;
31323;Lengenfeld                              ;1.073;87,79;23;919;438;47,66;-13,52;271;29,49;3,13;77;8,38;1,93;78;8,49;3,48;5;0,54;0,54;23;2,50;2,50;27;2,94;2,94;;;;;;;;;;;;;;;;;;;;;;;;
31324;Lichtenau im Waldviertel                ;1.611;85,47;38;1.339;852;63,63;-8,07;293;21,88;2,11;95;7,09;0,53;45;3,36;1,68;6;0,45;0,38;24;1,79;1,79;24;1,79;1,79;;;;;;;;;;;;;;;;;;;;;;;;
31326;Maria Laach am Jauerling                ;751;85,49;7;635;386;60,79;-9,73;127;20,00;1,48;47;7,40;1,54;45;7,09;3,08;5;0,79;0,17;16;2,52;2,52;9;1,42;1,42;;;;;;;;;;;;;;;;;;;;;;;;
31327;Mautern an der Donau                    ;2.646;82,12;51;2.122;912;42,98;-9,44;608;28,65;-3,43;240;11,31;4,75;223;10,51;2,72;16;0,75;0,46;48;2,26;2,26;75;3,53;3,53;;;;;;;;;;;;;;;;;;;;;;;;
31330;Mühldorf                                ;1.134;86,24;25;953;461;48,37;-6,92;341;35,78;-0,94;57;5,98;1,73;41;4,30;1,50;6;0,63;0,22;23;2,41;2,41;24;2,52;2,52;;;;;;;;;;;;;;;;;;;;;;;;
31333;Paudorf                                 ;1.907;84,16;41;1.564;499;31,91;-6,25;772;49,36;0,63;106;6,78;1,27;123;7,86;1,53;7;0,45;0,13;30;1,92;1,92;27;1,73;1,73;;;;;;;;;;;;;;;;;;;;;;;;
31336;Rastenfeld                              ;1.093;87,74;28;931;529;56,82;-12,31;194;20,84;1,88;98;10,53;4,69;47;5,05;0,42;4;0,43;-0,01;20;2,15;2,15;39;4,19;4,19;;;;;;;;;;;;;;;;;;;;;;;;
31337;Rohrendorf bei Krems                    ;1.382;85,09;23;1.153;508;44,06;-7,62;357;30,96;-2,70;90;7,81;1,18;129;11,19;3,95;7;0,61;0,17;25;2,17;2,17;37;3,21;3,21;;;;;;;;;;;;;;;;;;;;;;;;
31338;Rossatz - Arnsdorf                      ;913;83,13;22;737;388;52,65;-5,65;218;29,58;-1,23;47;6,38;0,67;48;6,51;1,99;3;0,41;0,14;16;2,17;2,17;17;2,31;2,31;;;;;;;;;;;;;;;;;;;;;;;;
31340;St. Leonhard am Hornerwald              ;938;82,62;14;761;466;61,24;-7,30;178;23,39;1,93;58;7,62;1,52;27;3,55;1,23;6;0,79;-0,06;12;1,58;1,58;14;1,84;1,84;;;;;;;;;;;;;;;;;;;;;;;;
31343;Senftenberg                             ;1.569;84,26;21;1.301;575;44,20;-2,81;460;35,36;-3,49;90;6,92;-0,46;97;7,46;2,18;9;0,69;-0,01;33;2,54;2,54;37;2,84;2,84;;;;;;;;;;;;;;;;;;;;;;;;
31344;Spitz                                   ;1.358;84,68;39;1.111;595;53,56;-9,84;271;24,39;-2,07;106;9,54;2,86;64;5,76;2,80;9;0,81;0,73;33;2,97;2,97;33;2,97;2,97;;;;;;;;;;;;;;;;;;;;;;;;
31346;Straß im Straßertale                    ;1.156;86,85;31;973;536;55,09;-8,72;229;23,54;-1,15;86;8,84;3,09;77;7,91;3,41;6;0,62;-0,01;15;1,54;1,54;24;2,47;2,47;;;;;;;;;;;;;;;;;;;;;;;;
31347;Stratzing                               ;613;84,50;12;506;295;58,30;-5,51;104;20,55;-2,99;53;10,47;5,41;43;8,50;1,50;0;0,00;-0,19;6;1,19;1,19;5;0,99;0,99;;;;;;;;;;;;;;;;;;;;;;;;
31350;Weinzierl am Walde                      ;1.049;88,56;19;910;607;66,70;-8,60;187;20,55;2,94;45;4,95;0,85;24;2,64;0,54;4;0,44;0,33;17;1,87;1,87;26;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
31351;Weißenkirchen in der Wachau             ;1.176;88,27;17;1.021;525;51,42;-8,75;305;29,87;0,17;82;8,03;3,50;66;6,46;1,73;7;0,69;0,50;13;1,27;1,27;23;2,25;2,25;;;;;;;;;;;;;;;;;;;;;;;;
31355;Schönberg am Kamp                       ;1.454;84,18;26;1.198;661;55,18;-8,52;261;21,79;0,36;94;7,85;0,88;102;8,51;1,79;13;1,09;0,50;32;2,67;2,67;35;2,92;2,92;;;;;;;;;;;;;;;;;;;;;;;;
31356;Droß                                    ;651;84,49;8;542;229;42,25;-11,55;147;27,12;2,17;56;10,33;-0,59;69;12,73;4,35;2;0,37;-0,99;9;1,66;1,66;30;5,54;5,54;;;;;;;;;;;;;;;;;;;;;;;;
314;Bezirk Lilienfeld                       ;20.526;84,98;407;17.036;6.231;36,58;-6,54;7.324;42,99;-0,83;1.387;8,14;1,57;1.033;6,06;1,13;170;1,00;0,16;367;2,15;2,15;524;3,08;3,08;;;;;;;;;;;;;;;;;;;;;;;;
31401;Annaberg                                ;493;92,09;3;451;253;56,10;-0,86;141;31,26;2,14;26;5,76;-4,73;9;2,00;-1,21;3;0,67;0,46;9;2,00;2,00;10;2,22;2,22;;;;;;;;;;;;;;;;;;;;;;;;
31402;Eschenau                                ;964;82,05;21;770;369;47,92;-8,28;209;27,14;-4,40;74;9,61;3,95;73;9,48;3,82;2;0,26;-0,01;16;2,08;2,08;27;3,51;3,51;;;;;;;;;;;;;;;;;;;;;;;;
31403;Hainfeld                                ;2.895;84,08;49;2.385;784;32,87;-7,35;1.126;47,21;0,47;205;8,60;1,88;145;6,08;0,77;18;0,75;0,34;43;1,80;1,80;64;2,68;2,68;;;;;;;;;;;;;;;;;;;;;;;;
31404;Hohenberg                               ;1.235;84,13;26;1.013;285;28,13;-6,11;582;57,45;3,68;66;6,52;0,71;49;4,84;-0,25;9;0,89;0,44;9;0,89;0,89;13;1,28;1,28;;;;;;;;;;;;;;;;;;;;;;;;
31405;Kaumberg                                ;766;82,25;7;623;344;55,22;-7,58;154;24,72;-0,72;68;10,91;3,28;24;3,85;0,19;2;0,32;0,16;12;1,93;1,93;19;3,05;3,05;;;;;;;;;;;;;;;;;;;;;;;;
31406;Kleinzell                               ;662;82,63;6;541;297;54,90;-9,39;133;24,58;2,79;56;10,35;0,71;16;2,96;-0,79;4;0,74;0,56;17;3,14;3,14;18;3,33;3,33;;;;;;;;;;;;;;;;;;;;;;;;
31407;Lilienfeld                              ;2.181;86,70;40;1.851;727;39,28;-5,35;670;36,20;-1,77;146;7,89;0,88;186;10,05;2,12;25;1,35;0,28;39;2,11;2,11;58;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
31408;Mitterbach am Erlaufsee                 ;464;82,54;6;377;197;52,25;-10,64;128;33,95;5,34;26;6,90;1,23;11;2,92;1,37;1;0,27;0,01;5;1,33;1,33;9;2,39;2,39;;;;;;;;;;;;;;;;;;;;;;;;
31409;Ramsau                                  ;607;82,70;6;496;268;54,03;-6,72;130;26,21;-1,40;43;8,67;1,57;22;4,44;2,07;1;0,20;-0,98;11;2,22;2,22;21;4,23;4,23;;;;;;;;;;;;;;;;;;;;;;;;
31410;Rohrbach an der Gölsen                  ;1.194;88,36;28;1.027;430;41,87;-9,07;390;37,97;1,08;66;6,43;1,09;73;7,11;0,98;7;0,68;0,58;25;2,43;2,43;36;3,51;3,51;;;;;;;;;;;;;;;;;;;;;;;;
31411;St. Aegyd am Neuwalde                   ;1.813;84,89;45;1.494;427;28,58;-5,29;809;54,15;-0,77;83;5,56;0,33;81;5,42;1,62;14;0,94;-0,31;25;1,67;1,67;55;3,68;3,68;;;;;;;;;;;;;;;;;;;;;;;;
31412;St. Veit an der Gölsen                  ;3.019;87,25;73;2.561;882;34,44;-8,96;1.171;45,72;0,82;199;7,77;1,92;148;5,78;1,36;31;1,21;0,17;55;2,15;2,15;75;2,93;2,93;;;;;;;;;;;;;;;;;;;;;;;;
31413;Traisen                                 ;2.610;81,72;52;2.081;336;16,15;-5,98;1.227;58,96;-4,14;209;10,04;3,61;127;6,10;0,77;45;2,16;0,06;70;3,36;3,36;67;3,22;3,22;;;;;;;;;;;;;;;;;;;;;;;;
31414;Türnitz                                 ;1.623;86,94;45;1.366;632;46,27;-5,04;454;33,24;-3,04;120;8,78;0,94;69;5,05;1,35;8;0,59;0,23;31;2,27;2,27;52;3,81;3,81;;;;;;;;;;;;;;;;;;;;;;;;
315;Bezirk Melk                             ;58.522;83,39;1.123;47.681;20.744;43,51;-8,74;17.013;35,68;0,73;4.361;9,15;2,43;2.978;6,25;1,20;310;0,65;0,27;1.014;2,13;2,13;1.261;2,64;2,64;;;;;;;;;;;;;;;;;;;;;;;;
31502;Artstetten - Pöbring                    ;930;86,99;24;785;467;59,49;-7,95;210;26,75;3,79;48;6,11;0,92;31;3,95;0,32;5;0,64;0,12;7;0,89;0,89;17;2,17;2,17;;;;;;;;;;;;;;;;;;;;;;;;
31503;Bergland                                ;1.369;88,02;32;1.173;662;56,44;-10,14;312;26,60;3,13;74;6,31;1,33;54;4,60;0,16;4;0,34;0,16;28;2,39;2,39;39;3,32;3,32;;;;;;;;;;;;;;;;;;;;;;;;
31504;Bischofstetten                          ;887;89,18;14;777;365;46,98;-8,16;271;34,88;1,33;55;7,08;1,04;26;3,35;-1,15;10;1,29;0,90;24;3,09;3,09;26;3,35;3,35;;;;;;;;;;;;;;;;;;;;;;;;
31505;Blindenmarkt                            ;1.790;84,30;34;1.475;543;36,81;-16,02;417;28,27;-2,45;324;21,97;11,73;106;7,19;2,07;8;0,54;0,13;40;2,71;2,71;37;2,51;2,51;;;;;;;;;;;;;;;;;;;;;;;;
31506;Dorfstetten                             ;464;82,97;9;376;183;48,67;-3,81;149;39,63;3,24;21;5,59;-3,07;9;2,39;0,66;3;0,80;0,30;6;1,60;1,60;5;1,33;1,33;;;;;;;;;;;;;;;;;;;;;;;;
31507;Dunkelsteinerwald                       ;1.749;83,76;37;1.428;667;46,71;-14,01;402;28,15;2,38;168;11,76;4,87;91;6,37;1,15;16;1,12;0,28;38;2,66;2,66;46;3,22;3,22;;;;;;;;;;;;;;;;;;;;;;;;
31508;Erlauf                                  ;859;83,93;17;704;289;41,05;-3,80;249;35,37;-1,08;97;13,78;1,18;42;5,97;0,55;4;0,57;-0,11;11;1,56;1,56;12;1,70;1,70;;;;;;;;;;;;;;;;;;;;;;;;
31509;Golling an der Erlauf                   ;1.169;81,69;21;934;74;7,92;-5,88;682;73,02;0,21;91;9,74;1,99;32;3,43;-1,00;10;1,07;0,57;21;2,25;2,25;24;2,57;2,57;;;;;;;;;;;;;;;;;;;;;;;;
31511;Hofamt Priel                            ;1.311;88,71;33;1.130;503;44,51;-4,75;456;40,35;-0,89;64;5,66;0,69;53;4,69;1,03;6;0,53;-0,08;16;1,42;1,42;32;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
31513;Hürm                                    ;1.258;84,82;21;1.046;706;67,50;-7,99;152;14,53;1,90;85;8,13;1,53;52;4,97;0,63;6;0,57;0,10;20;1,91;1,91;25;2,39;2,39;;;;;;;;;;;;;;;;;;;;;;;;
31514;Kilb                                    ;1.940;85,46;56;1.602;930;58,05;-8,70;318;19,85;0,96;123;7,68;0,96;117;7,30;0,76;9;0,56;0,13;50;3,12;3,12;55;3,43;3,43;;;;;;;;;;;;;;;;;;;;;;;;
31515;Kirnberg an der Mank                    ;782;89,90;19;684;473;69,15;-8,93;73;10,67;-0,44;52;7,60;2,12;41;5,99;1,42;0;0,00;-0,15;25;3,65;3,65;20;2,92;2,92;;;;;;;;;;;;;;;;;;;;;;;;
31516;Klein-Pöchlarn                          ;777;80,05;18;604;174;28,81;-6,89;311;51,49;-0,64;44;7,28;0,64;41;6,79;2,37;2;0,33;0,33;9;1,49;1,49;23;3,81;3,81;;;;;;;;;;;;;;;;;;;;;;;;
31517;Krummnußbaum                            ;1.091;83,50;25;886;285;32,17;-6,82;418;47,18;-0,12;68;7,67;0,82;58;6,55;1,27;6;0,68;0,12;19;2,14;2,14;32;3,61;3,61;;;;;;;;;;;;;;;;;;;;;;;;
31519;Leiben                                  ;1.074;84,26;18;887;289;32,58;-7,67;472;53,21;4,93;36;4,06;-1,44;39;4,40;0,04;7;0,79;-0,01;18;2,03;2,03;26;2,93;2,93;;;;;;;;;;;;;;;;;;;;;;;;
31520;Loosdorf                                ;2.790;83,30;57;2.267;564;24,88;-10,64;1.170;51,61;1,50;260;11,47;4,55;143;6,31;0,38;15;0,66;0,26;50;2,21;2,21;65;2,87;2,87;;;;;;;;;;;;;;;;;;;;;;;;
31521;Mank                                    ;2.264;84,05;45;1.858;1.088;58,56;-7,48;347;18,68;0,15;154;8,29;1,56;162;8,72;1,30;15;0,81;0,44;42;2,26;2,26;50;2,69;2,69;;;;;;;;;;;;;;;;;;;;;;;;
31522;Marbach an der Donau                    ;1.260;84,13;21;1.039;360;34,65;-4,73;506;48,70;-2,47;71;6,83;1,12;50;4,81;1,54;10;0,96;0,49;24;2,31;2,31;18;1,73;1,73;;;;;;;;;;;;;;;;;;;;;;;;
31523;Maria Taferl                            ;676;89,50;12;593;268;45,19;-3,79;241;40,64;-1,05;29;4,89;-1,21;20;3,37;0,49;5;0,84;0,84;12;2,02;2,02;18;3,04;3,04;;;;;;;;;;;;;;;;;;;;;;;;
31524;Melk                                    ;4.112;78,79;66;3.174;1.368;43,10;-8,78;922;29,05;-2,72;322;10,14;3,36;387;12,19;3,97;20;0,63;0,33;59;1,86;1,86;96;3,02;3,02;;;;;;;;;;;;;;;;;;;;;;;;
31525;Münichreith - Laimbach                  ;1.323;84,50;31;1.087;490;45,08;-10,33;447;41,12;4,76;60;5,52;-0,40;39;3,59;2,20;9;0,83;0,46;19;1,75;1,75;23;2,12;2,12;;;;;;;;;;;;;;;;;;;;;;;;
31527;Neumarkt an der Ybbs                    ;1.433;82,97;32;1.157;396;34,23;-9,44;488;42,18;-0,40;150;12,96;4,49;65;5,62;1,35;11;0,95;0,61;17;1,47;1,47;30;2,59;2,59;;;;;;;;;;;;;;;;;;;;;;;;
31528;Nöchling                                ;760;84,21;8;632;295;46,68;-7,92;221;34,97;2,61;53;8,39;0,26;24;3,80;-0,03;6;0,95;0,80;12;1,90;1,90;21;3,32;3,32;;;;;;;;;;;;;;;;;;;;;;;;
31530;Persenbeug - Gottsdorf                  ;1.773;81,16;17;1.422;310;21,80;-9,75;874;61,46;4,19;93;6,54;1,90;94;6,61;1,34;11;0,77;0,21;19;1,34;1,34;21;1,48;1,48;;;;;;;;;;;;;;;;;;;;;;;;
31531;Petzenkirchen                           ;1.011;83,78;20;827;250;30,23;-7,61;410;49,58;0,59;64;7,74;2,16;50;6,05;0,00;5;0,60;-0,23;19;2,30;2,30;29;3,51;3,51;;;;;;;;;;;;;;;;;;;;;;;;
31533;Pöchlarn                                ;2.916;78,67;44;2.250;707;31,42;-10,52;966;42,93;0,24;276;12,27;4,41;171;7,60;1,29;23;1,02;0,66;41;1,82;1,82;66;2,93;2,93;;;;;;;;;;;;;;;;;;;;;;;;
31534;Pöggstall                               ;1.971;83,97;37;1.618;873;53,96;-8,19;461;28,49;0,36;120;7,42;0,65;81;5,01;2,83;6;0,37;0,19;44;2,72;2,72;33;2,04;2,04;;;;;;;;;;;;;;;;;;;;;;;;
31535;Raxendorf                               ;857;89,73;12;757;457;60,37;-5,99;218;28,80;3,90;31;4,10;-1,73;18;2,38;0,00;3;0,40;-0,13;11;1,45;1,45;19;2,51;2,51;;;;;;;;;;;;;;;;;;;;;;;;
31537;Ruprechtshofen                          ;1.700;84,00;40;1.388;807;58,14;-9,69;241;17,36;1,41;183;13,18;3,43;93;6,70;0,99;4;0,29;0,01;34;2,45;2,45;26;1,87;1,87;;;;;;;;;;;;;;;;;;;;;;;;
31539;St. Leonhard am Forst                   ;2.354;82,20;61;1.874;981;52,35;-9,37;403;21,50;0,13;239;12,75;3,13;151;8,06;2,21;14;0,75;0,34;37;1,97;1,97;49;2,61;2,61;;;;;;;;;;;;;;;;;;;;;;;;
