;;Nationalratswahl vom 01.10.2006 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;ÖVP;;;SPÖ;;;FPÖ;;;GRÜNE;;;KPÖ;;;BZÖ;;;MATIN;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn-Nr.;Bezeichnung;Wahl-berecht.;Wahl-bet. in%;ungült. Stim.;Gültige Stimmen;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;;;;;;;;;;;;;;;;;;;;;;;;
31846;Wimpassing im Schwarzatale              ;1.335;81,95;21;1.073;169;15,75;-8,36;664;61,88;1,55;116;10,81;4,44;62;5,78;-0,68;18;1,68;0,22;21;1,96;1,96;23;2,14;2,14;;;;;;;;;;;;;;;;;;;;;;;;
31847;Würflach                                ;1.239;80,47;22;975;345;35,38;-8,35;397;40,72;-1,20;94;9,64;3,18;72;7,38;0,54;6;0,62;0,43;17;1,74;1,74;44;4,51;4,51;;;;;;;;;;;;;;;;;;;;;;;;
31848;Zöbern                                  ;1.144;88,11;18;990;648;65,45;-6,86;185;18,69;1,27;67;6,77;1,13;47;4,75;1,33;5;0,51;0,01;16;1,62;1,62;22;2,22;2,22;;;;;;;;;;;;;;;;;;;;;;;;
31849;Höflein an der Hohen Wand               ;647;82,38;10;523;125;23,90;-8,67;265;50,67;-1,14;50;9,56;3,46;46;8,80;-0,34;3;0,57;0,38;11;2,10;2,10;23;4,40;4,40;;;;;;;;;;;;;;;;;;;;;;;;
319;Bezirk St. Pölten-Land                  ;72.513;82,82;1.416;58.637;23.237;39,63;-9,38;20.428;34,84;-0,63;6.116;10,43;3,18;5.190;8,85;1,82;449;0,77;0,31;1.297;2,21;2,21;1.920;3,27;3,27;;;;;;;;;;;;;;;;;;;;;;;;
31901;Altlengbach                             ;2.094;78,89;35;1.617;626;38,71;-10,54;531;32,84;-0,91;194;12,00;3,95;172;10,64;2,71;13;0,80;0,32;44;2,72;2,72;37;2,29;2,29;;;;;;;;;;;;;;;;;;;;;;;;
31902;Asperhofen                              ;1.440;83,19;25;1.173;644;54,90;-11,77;228;19,44;0,43;134;11,42;2,57;70;5,97;2,15;14;1,19;0,24;33;2,81;2,81;50;4,26;4,26;;;;;;;;;;;;;;;;;;;;;;;;
31903;Böheimkirchen                           ;3.666;82,41;77;2.944;1.226;41,64;-9,70;947;32,17;1,55;289;9,82;2,42;295;10,02;0,60;22;0,75;0,27;50;1,70;1,70;115;3,91;3,91;;;;;;;;;;;;;;;;;;;;;;;;
31904;Brand - Laaben                          ;897;82,27;18;720;336;46,67;-13,30;161;22,36;-1,27;114;15,83;6,27;70;9,72;3,57;5;0,69;0,42;14;1,94;1,94;20;2,78;2,78;;;;;;;;;;;;;;;;;;;;;;;;
31905;Eichgraben                              ;3.030;78,38;40;2.335;700;29,98;-11,86;761;32,59;-1,89;236;10,11;2,24;444;19,01;4,54;26;1,11;0,86;62;2,66;2,66;106;4,54;4,54;;;;;;;;;;;;;;;;;;;;;;;;
31906;Frankenfels                             ;1.658;88,18;56;1.406;675;48,01;-8,76;499;35,49;1,95;106;7,54;3,35;68;4,84;0,17;9;0,64;0,37;20;1,42;1,42;29;2,06;2,06;;;;;;;;;;;;;;;;;;;;;;;;
31907;Gerersdorf                              ;698;85,82;16;583;318;54,55;-6,01;172;29,50;3,97;38;6,52;0,79;31;5,32;-1,88;4;0,69;0,36;8;1,37;1,37;12;2,06;2,06;;;;;;;;;;;;;;;;;;;;;;;;
31909;Hofstetten - Grünau                     ;1.993;86,60;52;1.674;882;52,69;-8,62;446;26,64;0,43;150;8,96;2,63;80;4,78;-0,59;20;1,19;0,59;39;2,33;2,33;57;3,41;3,41;;;;;;;;;;;;;;;;;;;;;;;;
31910;Hafnerbach                              ;1.260;85,16;22;1.051;516;49,10;-7,90;299;28,45;-3,72;98;9,32;4,68;85;8,09;2,68;9;0,86;0,67;23;2,19;2,19;21;2,00;2,00;;;;;;;;;;;;;;;;;;;;;;;;
31911;Haunoldstein                            ;711;83,83;19;577;245;42,46;-4,08;213;36,92;-2,51;60;10,40;2,05;27;4,68;0,42;3;0,52;0,34;14;2,43;2,43;15;2,60;2,60;;;;;;;;;;;;;;;;;;;;;;;;
31912;Herzogenburg                            ;5.994;81,82;118;4.786;1.262;26,37;-7,28;2.328;48,64;-3,58;510;10,66;4,08;404;8,44;2,06;44;0,92;0,54;109;2,28;2,28;129;2,70;2,70;;;;;;;;;;;;;;;;;;;;;;;;
31913;Inzersdorf - Getzersdorf                ;1.093;86,92;18;932;367;39,38;-8,12;323;34,66;-4,09;106;11,37;4,32;74;7,94;2,49;3;0,32;-0,36;32;3,43;3,43;27;2,90;2,90;;;;;;;;;;;;;;;;;;;;;;;;
31915;Kapelln                                 ;982;89,61;14;866;493;56,93;-8,73;208;24,02;2,47;86;9,93;1,53;35;4,04;0,66;5;0,58;-0,05;12;1,39;1,39;27;3,12;3,12;;;;;;;;;;;;;;;;;;;;;;;;
31916;Karlstetten                             ;1.577;86,94;32;1.339;565;42,20;-9,37;432;32,26;-2,43;142;10,60;5,38;128;9,56;2,12;11;0,82;0,82;22;1,64;1,64;39;2,91;2,91;;;;;;;;;;;;;;;;;;;;;;;;
31917;Kasten bei Böheimkirchen                ;966;83,23;30;774;331;42,76;-14,46;183;23,64;0,91;92;11,89;2,95;103;13,31;3,35;2;0,26;-0,12;23;2,97;2,97;40;5,17;5,17;;;;;;;;;;;;;;;;;;;;;;;;
31918;Kirchberg an der Pielach                ;2.456;83,18;52;1.991;917;46,06;-8,57;567;28,48;0,07;180;9,04;0,94;181;9,09;1,84;16;0,80;0,05;53;2,66;2,66;77;3,87;3,87;;;;;;;;;;;;;;;;;;;;;;;;
31919;Kirchstetten                            ;1.491;80,82;35;1.170;514;43,93;-9,77;348;29,74;-2,67;134;11,45;4,30;96;8,21;2,23;15;1,28;1,11;19;1,62;1,62;44;3,76;3,76;;;;;;;;;;;;;;;;;;;;;;;;
31920;Loich                                   ;493;83,37;4;407;213;52,33;-1,50;130;31,94;-2,40;25;6,14;-0,82;14;3,44;-0,27;3;0,74;0,04;12;2,95;2,95;10;2,46;2,46;;;;;;;;;;;;;;;;;;;;;;;;
31921;Maria-Anzbach                           ;2.048;79,00;19;1.599;645;40,34;-9,72;424;26,52;-1,15;157;9,82;1,70;245;15,32;3,06;16;1,00;0,35;47;2,94;2,94;65;4,07;4,07;;;;;;;;;;;;;;;;;;;;;;;;
31922;Markersdorf - Haindorf                  ;1.480;80,07;29;1.156;480;41,52;-8,52;368;31,83;-0,41;157;13,58;3,25;85;7,35;1,38;5;0,43;0,25;20;1,73;1,73;41;3,55;3,55;;;;;;;;;;;;;;;;;;;;;;;;
31923;Michelbach                              ;655;87,18;19;552;359;65,04;-7,86;84;15,22;1,67;57;10,33;1,75;27;4,89;0,60;1;0,18;0,01;10;1,81;1,81;14;2,54;2,54;;;;;;;;;;;;;;;;;;;;;;;;
31925;Neidling                                ;1.142;88,09;17;989;413;41,76;-11,09;323;32,66;1,01;100;10,11;3,99;91;9,20;1,61;9;0,91;0,17;25;2,53;2,53;28;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
31926;Neulengbach                             ;5.569;77,55;78;4.241;1.675;39,50;-11,59;1.245;29,36;-0,77;504;11,88;4,25;520;12,26;2,71;31;0,73;0,17;92;2,17;2,17;174;4,10;4,10;;;;;;;;;;;;;;;;;;;;;;;;
31927;Neustift - Innermanzing                 ;1.024;78,22;21;780;315;40,38;-12,31;253;32,44;0,09;86;11,03;3,10;76;9,74;3,99;7;0,90;0,39;21;2,69;2,69;22;2,82;2,82;;;;;;;;;;;;;;;;;;;;;;;;
31928;Nußdorf ob der Traisen                  ;1.235;87,29;28;1.050;427;40,67;-12,98;375;35,71;1,39;115;10,95;4,24;80;7,62;3,38;6;0,57;0,08;24;2,29;2,29;23;2,19;2,19;;;;;;;;;;;;;;;;;;;;;;;;
31929;Ober-Grafendorf                         ;3.498;85,19;58;2.922;942;32,24;-8,39;1.284;43,94;-0,48;283;9,69;2,87;238;8,15;1,50;18;0,62;0,25;65;2,22;2,22;92;3,15;3,15;;;;;;;;;;;;;;;;;;;;;;;;
31930;Obritzberg - Rust                       ;1.702;87,25;27;1.458;772;52,95;-9,49;335;22,98;0,32;136;9,33;1,22;118;8,09;2,06;12;0,82;0,47;35;2,40;2,40;50;3,43;3,43;;;;;;;;;;;;;;;;;;;;;;;;
31932;Prinzersdorf                            ;1.152;82,64;25;927;332;35,81;-9,61;334;36,03;-1,60;100;10,79;4,29;107;11,54;1,84;2;0,22;0,22;20;2,16;2,16;32;3,45;3,45;;;;;;;;;;;;;;;;;;;;;;;;
31934;Pyhra                                   ;2.639;83,93;54;2.161;1.086;50,25;-7,92;558;25,82;-0,73;194;8,98;2,73;198;9,16;1,63;16;0,74;0,01;41;1,90;1,90;68;3,15;3,15;;;;;;;;;;;;;;;;;;;;;;;;
31935;Rabenstein an der Pielach               ;1.903;82,66;48;1.525;680;44,59;-7,31;526;34,49;-1,72;121;7,93;1,39;108;7,08;2,90;5;0,33;-0,26;45;2,95;2,95;40;2,62;2,62;;;;;;;;;;;;;;;;;;;;;;;;
31938;St. Margarethen an der Sierning         ;793;89,03;29;677;405;59,82;-5,03;171;25,26;0,55;34;5,02;1,78;38;5,61;-0,57;3;0,44;0,00;13;1,92;1,92;13;1,92;1,92;;;;;;;;;;;;;;;;;;;;;;;;
31939;Schwarzenbach an der Pielach            ;333;90,39;12;289;158;54,67;-6,97;90;31,14;3,06;19;6,57;-0,28;5;1,73;-1,01;2;0,69;0,35;6;2,08;2,08;9;3,11;3,11;;;;;;;;;;;;;;;;;;;;;;;;
31940;Statzendorf                             ;1.047;89,30;25;910;283;31,10;-9,42;456;50,11;3,82;72;7,91;0,61;54;5,93;1,45;3;0,33;0,21;18;1,98;1,98;24;2,64;2,64;;;;;;;;;;;;;;;;;;;;;;;;
31941;Stössing                                ;584;81,51;11;465;280;60,22;-10,04;70;15,05;-2,67;53;11,40;4,48;32;6,88;1,99;4;0,86;0,66;12;2,58;2,58;14;3,01;3,01;;;;;;;;;;;;;;;;;;;;;;;;
31943;Traismauer                              ;4.304;82,09;99;3.434;938;27,32;-10,64;1.556;45,31;-1,44;457;13,31;4,92;257;7,48;2,09;24;0,70;-0,04;80;2,33;2,33;122;3,55;3,55;;;;;;;;;;;;;;;;;;;;;;;;
31945;Weinburg                                ;1.013;86,57;23;854;241;28,22;-9,58;450;52,69;1,72;65;7,61;1,42;41;4,80;0,91;6;0,70;0,47;18;2,11;2,11;33;3,86;3,86;;;;;;;;;;;;;;;;;;;;;;;;
31946;Weißenkirchen an der Perschling         ;993;84,49;12;827;459;55,50;-13,58;170;20,56;3,32;100;12,09;3,17;38;4,59;1,26;4;0,48;-0,35;19;2,30;2,30;37;4,47;4,47;;;;;;;;;;;;;;;;;;;;;;;;
31947;Wilhelmsburg                            ;5.008;80,71;78;3.964;1.038;26,19;-8,16;1.915;48,31;-1,21;461;11,63;4,15;330;8,32;0,94;32;0,81;0,42;68;1,72;1,72;120;3,03;3,03;;;;;;;;;;;;;;;;;;;;;;;;
31948;Wölbling                                ;1.892;82,08;41;1.512;479;31,68;-12,28;665;43,98;2,83;151;9,99;2,81;125;8,27;1,48;19;1,26;0,93;29;1,92;1,92;44;2,91;2,91;;;;;;;;;;;;;;;;;;;;;;;;
320;Bezirk Scheibbs                         ;32.014;84,24;663;26.305;13.442;51,10;-8,01;7.703;29,28;0,83;1.786;6,79;0,88;1.814;6,90;1,28;207;0,79;0,40;623;2,37;2,37;730;2,78;2,78;;;;;;;;;;;;;;;;;;;;;;;;
32001;Gaming                                  ;2.738;83,60;65;2.224;745;33,50;-6,75;1.079;48,52;0,15;135;6,07;-0,17;118;5,31;1,46;16;0,72;0,25;47;2,11;2,11;84;3,78;3,78;;;;;;;;;;;;;;;;;;;;;;;;
32002;Göstling an der Ybbs                    ;1.668;84,89;16;1.400;691;49,36;-7,74;506;36,14;1,17;76;5,43;0,95;62;4,43;1,46;6;0,43;0,22;26;1,86;1,86;33;2,36;2,36;;;;;;;;;;;;;;;;;;;;;;;;
32003;Gresten                                 ;1.527;78,59;44;1.156;444;38,41;-8,57;458;39,62;2,37;71;6,14;-0,43;96;8,30;0,32;13;1,12;0,24;35;3,03;3,03;39;3,37;3,37;;;;;;;;;;;;;;;;;;;;;;;;
32004;Gresten-Land                            ;1.169;83,23;23;950;673;70,84;-6,31;151;15,89;0,94;48;5,05;1,62;39;4,11;0,27;5;0,53;0,32;13;1,37;1,37;21;2,21;2,21;;;;;;;;;;;;;;;;;;;;;;;;
32005;Lunz am See                             ;1.578;81,43;31;1.254;517;41,23;-8,73;512;40,83;1,93;73;5,82;0,61;74;5,90;0,91;9;0,72;0,43;35;2,79;2,79;34;2,71;2,71;;;;;;;;;;;;;;;;;;;;;;;;
32006;Oberndorf an der Melk                   ;2.275;86,29;44;1.919;1.286;67,01;-9,33;294;15,32;3,91;133;6,93;0,36;92;4,79;-0,32;14;0,73;0,52;48;2,50;2,50;52;2,71;2,71;;;;;;;;;;;;;;;;;;;;;;;;
32007;Puchenstuben                            ;251;83,27;3;206;89;43,20;-4,42;100;48,54;3,09;9;4,37;1,77;3;1,46;-2,00;0;0,00;-0,87;2;0,97;0,97;3;1,46;1,46;;;;;;;;;;;;;;;;;;;;;;;;
32008;Purgstall an der Erlauf                 ;4.186;82,23;84;3.358;1.737;51,73;-8,69;898;26,74;0,19;247;7,36;0,91;263;7,83;2,38;23;0,68;0,21;97;2,89;2,89;93;2,77;2,77;;;;;;;;;;;;;;;;;;;;;;;;
32009;Randegg                                 ;1.470;88,30;37;1.261;827;65,58;-10,77;221;17,53;3,29;84;6,66;1,51;51;4,04;0,26;10;0,79;0,39;30;2,38;2,38;38;3,01;3,01;;;;;;;;;;;;;;;;;;;;;;;;
32010;Reinsberg                               ;771;88,59;10;673;483;71,77;-8,07;95;14,12;2,40;30;4,46;0,24;30;4,46;1,33;4;0,59;-0,04;15;2,23;2,23;16;2,38;2,38;;;;;;;;;;;;;;;;;;;;;;;;
32011;St. Anton an der Jeßnitz                ;946;85,73;23;788;459;58,25;-6,36;202;25,63;-1,28;55;6,98;2,13;26;3,30;0,03;4;0,51;0,27;21;2,66;2,66;21;2,66;2,66;;;;;;;;;;;;;;;;;;;;;;;;
32012;St. Georgen an der Leys                 ;1.003;86,84;36;835;589;70,54;-7,45;112;13,41;2,16;54;6,47;-0,18;37;4,43;1,04;5;0,60;0,36;22;2,63;2,63;16;1,92;1,92;;;;;;;;;;;;;;;;;;;;;;;;
32013;Scheibbs                                ;3.366;84,37;54;2.786;1.304;46,81;-6,77;816;29,29;-0,77;167;5,99;0,62;360;12,92;2,54;31;1,11;0,98;49;1,76;1,76;59;2,12;2,12;;;;;;;;;;;;;;;;;;;;;;;;
32014;Steinakirchen am Forst                  ;1.816;88,77;38;1.574;969;61,56;-8,92;283;17,98;2,44;103;6,54;0,56;125;7,94;1,05;10;0,64;-0,08;40;2,54;2,54;44;2,80;2,80;;;;;;;;;;;;;;;;;;;;;;;;
32015;Wang                                    ;964;88,07;25;824;499;60,56;-9,14;153;18,57;0,26;75;9,10;2,41;39;4,73;0,94;11;1,33;0,82;15;1,82;1,82;32;3,88;3,88;;;;;;;;;;;;;;;;;;;;;;;;
32016;Wieselburg                              ;2.833;81,12;56;2.242;676;30,15;-7,46;1.087;48,48;1,34;155;6,91;-0,30;185;8,25;1,04;22;0,98;0,67;52;2,32;2,32;65;2,90;2,90;;;;;;;;;;;;;;;;;;;;;;;;
32017;Wieselburg-Land                         ;2.413;83,51;52;1.963;903;46,00;-10,60;599;30,51;0,30;191;9,73;2,83;141;7,18;2,17;19;0,97;0,51;57;2,90;2,90;53;2,70;2,70;;;;;;;;;;;;;;;;;;;;;;;;
32018;Wolfpassing                             ;1.040;87,88;22;892;551;61,77;-9,69;137;15,36;-0,06;80;8,97;3,33;73;8,18;1,97;5;0,56;0,10;19;2,13;2,13;27;3,03;3,03;;;;;;;;;;;;;;;;;;;;;;;;
321;Bezirk Tulln                            ;50.601;83,07;964;41.072;17.484;42,57;-9,62;13.338;32,47;0,35;4.036;9,83;2,48;3.688;8,98;2,02;302;0,74;0,23;911;2,22;2,22;1.313;3,20;3,20;;;;;;;;;;;;;;;;;;;;;;;;
32101;Absdorf                                 ;1.283;84,02;31;1.047;367;35,05;-9,63;447;42,69;-1,23;109;10,41;5,18;71;6,78;1,36;5;0,48;0,19;15;1,43;1,43;33;3,15;3,15;;;;;;;;;;;;;;;;;;;;;;;;
32104;Atzenbrugg                              ;1.953;83,00;58;1.563;802;51,31;-7,14;429;27,45;-1,01;129;8,25;0,38;97;6,21;1,78;15;0,96;0,53;49;3,13;3,13;42;2,69;2,69;;;;;;;;;;;;;;;;;;;;;;;;
32106;Fels am Wagram                          ;1.549;85,80;34;1.295;542;41,85;-9,04;498;38,46;5,67;110;8,49;-1,95;79;6,10;1,54;6;0,46;-0,16;29;2,24;2,24;31;2,39;2,39;;;;;;;;;;;;;;;;;;;;;;;;
32107;Grafenwörth                             ;2.231;86,55;59;1.872;823;43,96;-10,50;690;36,86;1,74;160;8,55;2,51;91;4,86;1,26;10;0,53;0,36;32;1,71;1,71;66;3,53;3,53;;;;;;;;;;;;;;;;;;;;;;;;
32109;Großriedenthal                          ;772;89,90;11;683;371;54,32;-4,67;193;28,26;0,92;57;8,35;-1,48;20;2,93;-0,14;7;1,02;0,56;12;1,76;1,76;23;3,37;3,37;;;;;;;;;;;;;;;;;;;;;;;;
32110;Großweikersdorf                         ;2.317;85,41;64;1.915;821;42,87;-7,78;611;31,91;-1,14;238;12,43;2,23;134;7,00;2,05;7;0,37;-0,03;51;2,66;2,66;53;2,77;2,77;;;;;;;;;;;;;;;;;;;;;;;;
32112;Judenau - Baumgarten                    ;1.458;85,19;30;1.212;596;49,17;-7,85;307;25,33;-2,00;130;10,73;2,44;102;8,42;1,99;8;0,66;-0,02;21;1,73;1,73;48;3,96;3,96;;;;;;;;;;;;;;;;;;;;;;;;
32114;Kirchberg am Wagram                     ;2.623;86,54;53;2.217;1.054;47,54;-9,60;723;32,61;2,81;165;7,44;0,17;160;7,22;2,33;11;0,50;0,28;46;2,07;2,07;58;2,62;2,62;;;;;;;;;;;;;;;;;;;;;;;;
32115;Königsbrunn am Wagram                   ;1.027;84,91;22;850;408;48,00;-8,72;313;36,82;2,96;52;6,12;0,86;41;4,82;1,40;5;0,59;0,35;15;1,76;1,76;16;1,88;1,88;;;;;;;;;;;;;;;;;;;;;;;;
32116;Königstetten                            ;1.431;83,09;23;1.166;476;40,82;-6,30;409;35,08;-0,94;130;11,15;4,20;91;7,80;-0,17;9;0,77;0,18;18;1,54;1,54;33;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
32119;Langenrohr                              ;1.590;84,28;30;1.310;693;52,90;-14,54;290;22,14;1,21;129;9,85;4,04;97;7,40;2,75;10;0,76;0,45;42;3,21;3,21;49;3,74;3,74;;;;;;;;;;;;;;;;;;;;;;;;
32120;Michelhausen                            ;1.918;82,17;50;1.526;838;54,91;-9,60;370;24,25;0,41;135;8,85;3,55;100;6,55;1,19;7;0,46;0,15;35;2,29;2,29;41;2,69;2,69;;;;;;;;;;;;;;;;;;;;;;;;
32131;Sieghartskirchen                        ;4.957;81,44;96;3.941;1.699;43,11;-8,47;1.255;31,84;-1,36;430;10,91;3,26;315;7,99;1,51;29;0,74;0,42;86;2,18;2,18;127;3,22;3,22;;;;;;;;;;;;;;;;;;;;;;;;
32132;Sitzenberg - Reidling                   ;1.534;85,72;35;1.280;595;46,48;-11,02;396;30,94;2,19;129;10,08;3,13;89;6,95;1,25;7;0,55;0,39;19;1,48;1,48;45;3,52;3,52;;;;;;;;;;;;;;;;;;;;;;;;
32134;Tulbing                                 ;2.136;83,66;26;1.761;738;41,91;-11,11;558;31,69;-0,22;176;9,99;3,48;199;11,30;4,50;9;0,51;0,04;36;2,04;2,04;45;2,56;2,56;;;;;;;;;;;;;;;;;;;;;;;;
32135;Tulln an der Donau                      ;10.308;80,71;145;8.175;3.466;42,40;-9,53;2.501;30,59;0,19;779;9,53;2,64;933;11,41;2,03;59;0,72;0,33;184;2,25;2,25;253;3,09;3,09;;;;;;;;;;;;;;;;;;;;;;;;
32139;Würmla                                  ;966;85,61;22;805;467;58,01;-10,34;139;17,27;0,03;96;11,93;4,42;60;7,45;1,54;6;0,75;0,26;14;1,74;1,74;23;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
32140;Zeiselmauer - Wolfpassing               ;1.640;83,11;29;1.334;424;31,78;-8,50;480;35,98;-3,44;122;9,15;1,92;200;14,99;3,95;19;1,42;0,72;38;2,85;2,85;51;3,82;3,82;;;;;;;;;;;;;;;;;;;;;;;;
32141;Zwentendorf an der Donau                ;2.798;83,13;59;2.267;766;33,79;-9,33;1.008;44,46;3,49;230;10,15;1,43;103;4,54;0,99;27;1,19;-1,22;51;2,25;2,25;82;3,62;3,62;;;;;;;;;;;;;;;;;;;;;;;;
32142;St. Andrä - Wördern                     ;5.250;80,36;73;4.146;1.299;31,33;-12,28;1.448;34,93;-0,46;437;10,54;3,09;660;15,92;3,91;39;0,94;0,53;101;2,44;2,44;162;3,91;3,91;;;;;;;;;;;;;;;;;;;;;;;;
32143;Muckendorf - Wipfing                    ;860;83,84;14;707;239;33,80;-10,43;273;38,61;-0,74;93;13,15;5,46;46;6,51;-0,44;7;0,99;0,10;17;2,40;2,40;32;4,53;4,53;;;;;;;;;;;;;;;;;;;;;;;;
322;Bezirk Waidhofen a.d. Thaya             ;22.117;82,64;544;17.734;9.296;52,42;-7,71;5.023;28,32;1,07;1.402;7,91;0,55;1.006;5,67;1,48;125;0,70;0,30;392;2,21;2,21;490;2,76;2,76;;;;;;;;;;;;;;;;;;;;;;;;
32202;Dietmanns                               ;974;82,44;27;776;123;15,85;-8,67;440;56,70;-2,30;123;15,85;5,25;41;5,28;1,07;8;1,03;0,39;17;2,19;2,19;24;3,09;3,09;;;;;;;;;;;;;;;;;;;;;;;;
32203;Dobersberg                              ;1.375;82,33;31;1.101;755;68,57;-2,57;199;18,07;-1,37;56;5,09;0,29;44;4,00;0,69;7;0,64;0,20;18;1,63;1,63;22;2,00;2,00;;;;;;;;;;;;;;;;;;;;;;;;
32206;Gastern                                 ;1.058;81,47;23;839;424;50,54;-9,39;250;29,80;2,54;63;7,51;-0,88;32;3,81;0,50;11;1,31;0,32;28;3,34;3,34;31;3,69;3,69;;;;;;;;;;;;;;;;;;;;;;;;
32207;Groß-Siegharts                          ;2.416;77,32;59;1.809;623;34,44;-8,88;842;46,55;2,77;134;7,41;-0,95;85;4,70;1,22;14;0,77;0,32;50;2,76;2,76;61;3,37;3,37;;;;;;;;;;;;;;;;;;;;;;;;
32209;Karlstein an der Thaya                  ;1.234;80,96;29;970;530;54,64;-5,28;284;29,28;-0,25;68;7,01;0,49;43;4,43;1,07;7;0,72;0,24;23;2,37;2,37;15;1,55;1,55;;;;;;;;;;;;;;;;;;;;;;;;
32210;Kautzen                                 ;1.004;87,65;33;847;503;59,39;-3,33;213;25,15;1,35;52;6,14;-1,36;38;4,49;-0,67;6;0,71;0,24;15;1,77;1,77;20;2,36;2,36;;;;;;;;;;;;;;;;;;;;;;;;
32212;Ludweis - Aigen                         ;827;86,22;18;695;405;58,27;-9,75;176;25,32;3,16;45;6,47;0,58;33;4,75;1,80;3;0,43;0,15;12;1,73;1,73;21;3,02;3,02;;;;;;;;;;;;;;;;;;;;;;;;
32214;Pfaffenschlag bei Waidhofen a. d. Thaya ;776;85,18;16;645;365;56,59;-10,56;130;20,16;0,77;88;13,64;3,38;29;4,50;1,94;3;0,47;0,31;15;2,33;2,33;15;2,33;2,33;;;;;;;;;;;;;;;;;;;;;;;;
32216;Raabs an der Thaya                      ;2.426;84,17;61;1.981;1.254;63,30;-5,82;410;20,70;-0,10;149;7,52;2,04;76;3,84;0,19;10;0,50;0,21;29;1,46;1,46;53;2,68;2,68;;;;;;;;;;;;;;;;;;;;;;;;
32217;Thaya                                   ;1.130;82,21;19;910;485;53,30;-12,22;241;26,48;4,64;105;11,54;3,08;41;4,51;1,94;5;0,55;0,12;18;1,98;1,98;15;1,65;1,65;;;;;;;;;;;;;;;;;;;;;;;;
32219;Vitis                                   ;2.075;86,51;63;1.732;945;54,56;-5,16;549;31,70;0,65;84;4,85;-0,90;67;3,87;1,20;7;0,40;0,28;39;2,25;2,25;41;2,37;2,37;;;;;;;;;;;;;;;;;;;;;;;;
32220;Waidhofen an der Thaya                  ;4.574;81,13;116;3.595;1.833;50,99;-9,70;824;22,92;0,20;316;8,79;0,59;383;10,65;3,51;28;0,78;0,38;76;2,11;2,11;135;3,76;3,76;;;;;;;;;;;;;;;;;;;;;;;;
32221;Waidhofen an der Thaya-Land             ;901;84,13;17;741;439;59,24;-9,68;140;18,89;3,03;54;7,29;-1,55;51;6,88;1,94;6;0,81;0,03;28;3,78;3,78;23;3,10;3,10;;;;;;;;;;;;;;;;;;;;;;;;
32222;Waldkirchen an der Thaya                ;506;89,13;14;437;270;61,78;-9,80;114;26,09;8,78;32;7,32;-1,01;11;2,52;0,17;3;0,69;0,69;5;1,14;1,14;2;0,46;0,46;;;;;;;;;;;;;;;;;;;;;;;;
32223;Windigsteig                             ;841;80,14;18;656;342;52,13;-7,28;211;32,16;1,06;33;5,03;0,01;32;4,88;1,11;7;1,07;0,93;19;2,90;2,90;12;1,83;1,83;;;;;;;;;;;;;;;;;;;;;;;;
323;Bezirk Wr. Neustadt-Land                ;55.564;82,29;916;44.807;16.387;36,57;-8,65;17.751;39,62;-1,41;4.816;10,75;3,61;2.899;6,47;1,01;322;0,72;0,29;1.130;2,52;2,52;1.502;3,35;3,35;;;;;;;;;;;;;;;;;;;;;;;;
32301;Bad Fischau - Brunn                     ;2.154;80,32;28;1.702;615;36,13;-5,51;636;37,37;-5,68;159;9,34;2,70;176;10,34;2,80;18;1,06;0,89;53;3,11;3,11;45;2,64;2,64;;;;;;;;;;;;;;;;;;;;;;;;
32302;Bad Schönau                             ;593;86,85;12;503;258;51,29;-16,95;118;23,46;1,12;60;11,93;4,96;22;4,37;3,35;5;0,99;0,17;13;2,58;2,58;27;5,37;5,37;;;;;;;;;;;;;;;;;;;;;;;;
32304;Ebenfurth                               ;1.988;77,01;25;1.506;296;19,65;-5,71;879;58,37;-1,27;152;10,09;2,91;87;5,78;-1,21;8;0,53;0,27;39;2,59;2,59;45;2,99;2,99;;;;;;;;;;;;;;;;;;;;;;;;
32305;Eggendorf                               ;3.264;79,72;29;2.573;537;20,87;-10,74;1.347;52,35;0,60;340;13,21;3,67;160;6,22;0,84;25;0,97;0,46;67;2,60;2,60;97;3,77;3,77;;;;;;;;;;;;;;;;;;;;;;;;
32306;Erlach                                  ;2.058;86,44;24;1.755;848;48,32;1,44;606;34,53;-8,65;132;7,52;3,40;88;5,01;0,19;12;0,68;0,27;23;1,31;1,31;46;2,62;2,62;;;;;;;;;;;;;;;;;;;;;;;;
32307;Felixdorf                               ;3.095;77,74;33;2.373;480;20,23;-9,84;1.204;50,74;-2,90;288;12,14;4,46;208;8,77;2,19;13;0,55;-0,06;76;3,20;3,20;104;4,38;4,38;;;;;;;;;;;;;;;;;;;;;;;;
